item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
تتجاوز,word,7.86,0.95,3.9,تَتَجاوَزُ,V,تجاوز,30.0,0.25,6,1.0,8.0,0.0,2.0,1.0,most_5k_frequent
كماشة,word,0.95,0.3,2.98,كَمّاشَةٌ,NOUN-FS + NSUFF,كماشة,2.0,0.02,5,0.0,2.0,0.0,0.0,1.0,other_7k_frequent
شغفر,nonword,,,,,,,,,4,,,,,,
تحميل,word,10.56,1.07,4.03,تَحْميلُ,NOUN-MS,تحميل,10.0,0.09,5,0.0,9.0,1.0,4.0,1.06,most_5k_frequent
يصداب,nonword,,,,,,,,,5,,,,,,
مقاتلا,word,2.17,0.51,3.34,مُقاتِلًا,NOUN-FP + CASE,مقاتل,12.0,0.1,6,1.0,4.0,0.0,1.0,1.0,other_7k_frequent
جعكم,nonword,,,,,,,,,4,,,,,,
تفوق,word,9.51,1.03,3.98,تَفوقَ,V,فاق,6.0,0.05,4,0.0,13.0,1.0,7.0,1.0,most_5k_frequent
اعنى,word,5.4,0.81,3.74,اعنى,NOUN-MS,اعنى,1.0,0.01,4,0.0,3.0,1.0,0.0,1.25,other_7k_frequent
اختركيب,nonword,,,,,,,,,7,,,,,,
التسوق,word,13.77,1.17,4.14,التَّسَوُّقِ,DET + NOUN-MS,تسوق,6.0,0.05,6,0.0,5.0,0.0,3.0,1.0,most_5k_frequent
أغلب,word,22.5,1.38,4.36,أَغْلَبُ,NOUN-MS,أغلب,11.0,0.09,4,0.0,11.0,0.0,5.0,1.0,most_5k_frequent
المعادلات,word,1.13,0.33,3.06,المُعادَلاتِ,DET + NOUN-FS + NSUFF,معادلة,4.0,0.04,9,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
مشترك,word,19.51,1.32,4.3,مُشْتَرَكٌ,ADJ-MS,مشترك,10.0,0.09,5,0.0,7.0,0.0,3.0,1.0,other_7k_frequent
ضعي,word,26.89,1.45,4.43,ضَعي,NOUN-MS,ضع,19.0,0.16,3,0.0,15.0,2.0,6.0,1.0,other_7k_frequent
نظامع,nonword,,,,,,,,,5,,,,,,
حع,nonword,,,,,,,,,2,,,,,,
بنادق,word,4.1,0.71,3.62,بَنادِقُ,NOUN-FP,بندق,8.0,0.07,5,0.0,4.0,0.0,0.0,1.0,other_7k_frequent
بحجو,nonword,,,,,,,,,4,,,,,,
دوران,word,8.63,0.99,3.94,دَوَرانْ,NOUN-MS,دوران,6.0,0.05,5,0.0,13.0,1.0,3.0,1.05,other_7k_frequent
عطق,nonword,,,,,,,,,3,,,,,,
منهكير,nonword,,,,,,,,,6,,,,,,
حتفه,word,3.45,0.65,3.54,حَتْفَهُ,NOUN-MS + PRON,حتف,6.0,0.05,4,0.0,5.0,0.0,2.0,1.0,other_7k_frequent
اقتنكر,nonword,,,,,,,,,6,,,,,,
حضانة,word,6.51,0.88,3.82,حَضانَةِ,NOUN-FS + NSUFF,حضانة,3.0,0.03,5,0.0,2.0,1.0,0.0,1.25,other_7k_frequent
التهان,nonword,,,,,,,,,6,,,,,,
مكعبا,word,0.6,0.21,2.78,مُكَعَّبًا,ADJ-MS + CASE,مكعب,5.0,0.05,5,0.0,5.0,0.0,1.0,1.0,other_7k_frequent
مزاد,word,4.48,0.74,3.66,مَزادِ,NOUN-MS,مزاد,6.0,0.05,4,0.0,11.0,0.0,1.0,1.0,other_7k_frequent
