item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
تسرب,word,11.0,1.08,4.05,تَسَرُّبُ,NOUN-MS,تسرب,5.0,0.05,4,0.0,21.0,1.0,4.0,1.0,most_5k_frequent
مجدورد,nonword,,,,,,,,,6,,,,,,
اقتليف,nonword,,,,,,,,,6,,,,,,
العاة,nonword,,,,,,,,,5,,,,,,
نطاق,word,27.2,1.46,4.44,نِطاقُ,NOUN-MS,نطاق,4.0,0.04,4,0.0,7.0,1.0,2.0,1.09,other_7k_frequent
الحدائق,word,5.02,0.78,3.71,الحَدائِقُ,DET + NOUN-FP,حديقة,14.0,0.12,7,1.0,2.0,0.0,0.0,1.0,most_5k_frequent
ثمرشح,nonword,,,,,,,,,5,,,,,,
دقيق,word,15.47,1.22,4.19,دَقيقٌ,NOUN-MS,دقيق,6.0,0.05,4,1.0,3.0,0.0,5.0,1.0,other_7k_frequent
بهو,word,1.55,0.41,3.2,بَهْوِ,NOUN-MS,بهو,2.0,0.02,3,0.0,21.0,1.0,1.0,1.0,most_5k_frequent
نجويض,nonword,,,,,,,,,5,,,,,,
تمييز,word,6.64,0.89,3.83,تَمْييزٌ,NOUN-MS,تمييز,8.0,0.07,5,1.0,0.0,0.0,3.0,1.0,most_5k_frequent
انسحاب,word,2.08,0.49,3.32,انْسِحابُ,NOUN-MS,انسحاب,4.0,0.04,6,1.0,1.0,0.0,0.0,1.0,most_5k_frequent
مباشهم,nonword,,,,,,,,,6,,,,,,
طيب,word,66.26,1.83,4.83,طَيِّبٌ,NOUN-MS,طيب,14.0,0.12,3,0.0,27.0,1.0,8.0,1.0,other_7k_frequent
هدماء,nonword,,,,,,,,,5,,,,,,
العدالة,word,49.94,1.71,4.7,العَدالَةُ,DET + NOUN-FS + NSUFF,عدالة,5.0,0.05,7,1.0,3.0,1.0,2.0,1.17,most_5k_frequent
نبيل,word,9.86,1.04,4.0,نَبيلُ,NOUN-MS,نبيل,6.0,0.05,4,0.0,16.0,1.0,2.0,1.0,other_7k_frequent
لكائها,nonword,,,,,,,,,6,,,,,,
محارم,word,0.67,0.23,2.83,مَحارِمُ,NOUN-FP,محرم,7.0,0.06,5,1.0,4.0,0.0,0.0,1.0,other_7k_frequent
إدارية,word,1.83,0.46,3.27,إِداريَّةٌ,ADJ-MP + NSUFF,إداري,5.0,0.05,6,0.0,2.0,0.0,0.0,1.0,most_5k_frequent
جنقي,nonword,,,,,,,,,4,,,,,,
ذالق,nonword,,,,,,,,,4,,,,,,
الأركان,word,2.96,0.6,3.48,الأَرْكانِ,DET + NOUN-FP,ركن,13.0,0.11,7,1.0,2.0,0.0,0.0,1.0,most_5k_frequent
مشوي,word,3.51,0.66,3.55,مُشوّيٌ,NOUN-MS,مشوي,5.0,0.05,4,0.0,9.0,1.0,2.0,1.07,other_7k_frequent
أيخل,nonword,,,,,,,,,4,,,,,,
تنتدوا,nonword,,,,,,,,,6,,,,,,
شكوى,word,13.7,1.17,4.14,شَكْوَى,NOUN-FS,شكوى,7.0,0.06,4,0.0,1.0,0.0,2.0,1.0,other_7k_frequent
مبعة,nonword,,,,,,,,,4,,,,,,
كاتون,nonword,,,,,,,,,5,,,,,,
مناقشة,word,23.92,1.4,4.38,مُناقَشَةُ,NOUN-FS + NSUFF,مناقشة,13.0,0.11,6,0.0,1.0,0.0,3.0,1.0,other_7k_frequent
سرقوم,nonword,,,,,,,,,5,,,,,,
أرحب,word,5.93,0.85,3.78,أَرْحَبُ,NOUN-FP,رحب,18.0,0.15,4,0.0,14.0,1.0,3.0,1.0,other_7k_frequent
كشتن,nonword,,,,,,,,,4,,,,,,
المنطقة,word,100.7,2.01,5.01,المِنْطَقَةُ,DET + NOUN-FS + NSUFF,منطقة,20.0,0.17,7,0.0,3.0,0.0,3.0,1.0,most_5k_frequent
الريح,word,17.51,1.27,4.25,الرّيحُ,DET + NOUN-MS,ريح,10.0,0.09,5,0.0,9.0,0.0,6.0,1.0,most_5k_frequent
تطرق,word,3.68,0.68,3.57,تَطَرَّقَ,V,تطرق,8.0,0.07,4,0.0,22.0,0.0,6.0,1.0,most_5k_frequent
تجسان,nonword,,,,,,,,,5,,,,,,
انوض,nonword,,,,,,,,,4,,,,,,
رمزي,word,4.42,0.74,3.65,رَمْزيّ,NOUN-MS,رمزي,5.0,0.05,4,0.0,5.0,0.0,4.0,1.0,other_7k_frequent
المذنبلة,nonword,,,,,,,,,8,,,,,,
يعطيه,word,5.44,0.81,3.74,يُعْطيَهُ,V + PRON,أعطى,160.0,1.31,5,1.0,8.0,0.0,4.0,1.0,other_7k_frequent
يضرك,word,1.34,0.37,3.13,يَضُرُّكٌ,NOUN-FP,ضر,7.0,0.06,4,0.0,9.0,0.0,1.0,1.0,other_7k_frequent
ينان,nonword,,,,,,,,,4,,,,,,
اغلق,word,0.9,0.28,2.96,اغَّلِق,NOUN-MS,اغلق,2.0,0.02,4,0.0,9.0,0.0,2.0,1.0,other_7k_frequent
مخالب,word,3.26,0.63,3.52,مَخالِبُ,NOUN-FP,مخلب,7.0,0.06,5,0.0,3.0,0.0,2.0,1.0,other_7k_frequent
مصالحة,word,0.5,0.18,2.7,مُصالَحَةِ,NOUN-FS + NSUFF,مصالحة,2.0,0.02,6,0.0,5.0,0.0,0.0,1.0,other_7k_frequent
درخ,nonword,,,,,,,,,3,,,,,,
الحريس,nonword,,,,,,,,,6,,,,,,
محور,word,7.19,0.92,3.86,مِحْوَرٌ,NOUN-MS,محور,5.0,0.05,4,0.0,13.0,0.0,7.0,1.0,other_7k_frequent
حبي,word,39.3,1.61,4.6,حُبّي,NOUN-FS + NSUFF,حب,51.0,0.42,3,0.0,26.0,0.0,15.0,1.0,other_7k_frequent
المنكيا,nonword,,,,,,,,,7,,,,,,
مميزة,word,32.63,1.53,4.52,مُمَيَّزَةٌ,ADJ-MP + NSUFF,مميز,12.0,0.1,5,1.0,4.0,0.0,2.0,1.0,other_7k_frequent
محتفظة,word,0.56,0.2,2.75,مُحْتَفِظَةً,NOUN-MP + NSUFF,محتفظ,2.0,0.02,6,0.0,2.0,1.0,0.0,1.25,other_7k_frequent
جاروح,nonword,,,,,,,,,5,,,,,,
أتعلم,word,182.83,2.27,5.27,أَتَعَلَّمُ,NOUN-MS,علم,110.0,0.9,5,0.0,12.0,1.0,7.0,1.0,other_7k_frequent
يجوي,nonword,,,,,,,,,4,,,,,,
آثن,nonword,,,,,,,,,3,,,,,,
الإقدهم,nonword,,,,,,,,,7,,,,,,
أرارع,nonword,,,,,,,,,5,,,,,,
مفاهيم,word,0.95,0.3,2.98,مَفاهيمُ,NOUN-FP,مفهوم,8.0,0.07,6,1.0,0.0,0.0,0.0,0.0,other_7k_frequent
لوجن,nonword,,,,,,,,,4,,,,,,
المصدر,word,12.1,1.12,4.09,المَصْدَرُ,DET + NOUN-MS,مصدر,19.0,0.16,6,0.0,5.0,0.0,1.0,1.0,most_5k_frequent
مجتمعابها,nonword,,,,,,,,,9,,,,,,
سلعة,word,2.26,0.52,3.36,سِلْعَةٌ,NOUN-FS + NSUFF,سلعة,5.0,0.05,4,0.0,8.0,1.0,0.0,1.08,other_7k_frequent
يدخر,word,1.18,0.34,3.08,يَدَّخِرُ,V,ادخر,5.0,0.05,4,0.0,16.0,0.0,0.0,1.0,other_7k_frequent
استجاني,nonword,,,,,,,,,7,,,,,,
اليرقان,word,0.41,0.15,2.62,اليُرقانُ,DET + NOUN-MS,يرقان,1.0,0.01,7,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
التمارين,word,8.98,1.0,3.96,التَّمارينُ,DET + NOUN-FP,تمرين,14.0,0.12,8,1.0,1.0,0.0,1.0,1.0,most_5k_frequent
ولغل,nonword,,,,,,,,,4,,,,,,
مستوفات,nonword,,,,,,,,,7,,,,,,
يحبع,nonword,,,,,,,,,4,,,,,,
رحيناه,nonword,,,,,,,,,6,,,,,,
حزاما,word,1.05,0.32,3.03,حِزامًا,NOUN-MS + CASE,حزام,11.0,0.09,5,1.0,6.0,1.0,0.0,1.1,other_7k_frequent
حيرور,nonword,,,,,,,,,5,,,,,,
أراسية,nonword,,,,,,,,,6,,,,,,
نحوار,nonword,,,,,,,,,5,,,,,,
شرط,word,8.04,0.96,3.91,شَرْطٌ,NOUN-MS,شرط,18.0,0.15,3,0.0,17.0,0.0,8.0,1.0,other_7k_frequent
بعف,nonword,,,,,,,,,3,,,,,,
فضئ,nonword,,,,,,,,,3,,,,,,
الرؤى,word,2.48,0.55,3.4,الرُّؤَى,DET + NOUN-FP,رؤى,5.0,0.05,5,0.0,2.0,0.0,0.0,1.0,most_5k_frequent
الثروات,word,1.75,0.44,3.25,الثَّرَواتُ,DET + NOUN-FP + NSUFF,ثروة,12.0,0.1,7,1.0,1.0,1.0,0.0,1.5,other_7k_frequent
متهة,nonword,,,,,,,,,4,,,,,,
اعتباته,nonword,,,,,,,,,7,,,,,,
هاروا,nonword,,,,,,,,,5,,,,,,
