item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
المربهم,nonword,,,,,,,,,7,,,,,,
أخرجه,word,12.06,1.12,4.09,أَخْرَجَهُ,V + PRON,أخرج,48.0,0.4,5,0.0,7.0,0.0,8.0,1.0,most_5k_frequent
كهتق,nonword,,,,,,,,,4,,,,,,
يقدسمة,nonword,,,,,,,,,6,,,,,,
تمر,word,39.39,1.61,4.6,تَمُرُّ,V,مر,34.0,0.28,3,0.0,36.0,1.0,21.0,1.0,most_5k_frequent
عنام,nonword,,,,,,,,,4,,,,,,
بإرساق,nonword,,,,,,,,,6,,,,,,
تلص,nonword,,,,,,,,,3,,,,,,
اللدود,word,1.87,0.46,3.28,اللَّدودُ,DET + ADJ-MS,لدود,1.0,0.01,6,1.0,5.0,0.0,0.0,1.0,other_7k_frequent
مخطاعد,nonword,,,,,,,,,6,,,,,,
منسه,nonword,,,,,,,,,4,,,,,,
أبطالا,word,2.18,0.51,3.34,أَبْطالًا,NOUN-MP + CASE,بطل,31.0,0.26,6,1.0,1.0,0.0,1.0,1.0,other_7k_frequent
ينخفض,word,5.94,0.85,3.78,يَنْخَفِضُ,V,انخفض,11.0,0.09,5,0.0,4.0,0.0,1.0,1.0,other_7k_frequent
الجهيلها,nonword,,,,,,,,,8,,,,,,
أثيح,nonword,,,,,,,,,4,,,,,,
صبار,word,1.15,0.34,3.07,صَّبّارُ,NOUN-MS,صبار,2.0,0.02,4,0.0,10.0,2.0,0.0,1.13,other_7k_frequent
تخبرك,word,9.74,1.04,3.99,تُخْبِرُكَ,V + PRON,أخبر,168.0,1.37,5,0.0,9.0,0.0,3.0,1.0,other_7k_frequent
أكاديمي,word,0.87,0.28,2.94,أَكاديميٌّ,NOUN-FS,أكاديمي,1.0,0.01,7,1.0,0.0,0.0,1.0,1.0,most_5k_frequent
دمعقون,nonword,,,,,,,,,6,,,,,,
محذار,nonword,,,,,,,,,5,,,,,,
حوليم,nonword,,,,,,,,,5,,,,,,
توتقد,nonword,,,,,,,,,5,,,,,,
يفيدك,word,3.51,0.66,3.55,يُفيدُكَ,V + PRON,أفاد,19.0,0.16,5,1.0,6.0,0.0,1.0,1.0,other_7k_frequent
مزقتضى,nonword,,,,,,,,,6,,,,,,
محتشمة,word,1.31,0.37,3.12,مُحْتَشِمَةٌ,NOUN-MP + NSUFF,محتشم,2.0,0.02,6,1.0,3.0,0.0,0.0,1.0,other_7k_frequent
الصدوق,word,0.41,0.15,2.62,الصَّدوقُ,DET + ADJ-MS,صدوق,1.0,0.01,6,0.0,2.0,0.0,1.0,1.0,other_7k_frequent
رافيا,nonword,,,,,,,,,5,,,,,,
مسموحة,word,0.73,0.24,2.87,مَسْموحَةٌ,ADJ-FP + NSUFF,مسموح,4.0,0.04,6,1.0,3.0,0.0,0.0,1.0,other_7k_frequent
دولية,word,4.47,0.74,3.66,دَوْليَّةٌ,ADJ-FS + NSUFF,دولي,6.0,0.05,5,0.0,4.0,0.0,0.0,1.0,other_7k_frequent
سطب,nonword,,,,,,,,,3,,,,,,
فطر,word,5.43,0.81,3.74,فِطْرُ,NOUN-MS,فطر,4.0,0.04,3,0.0,15.0,1.0,6.0,1.0,other_7k_frequent
ألعب,word,32.3,1.53,4.51,أَلْعَبُ,NOUN-FP,لعب,66.0,0.54,4,0.0,13.0,0.0,4.0,1.0,other_7k_frequent
خصرئ,nonword,,,,,,,,,4,,,,,,
حصري,word,3.7,0.68,3.57,حُصْري,ADJ-MS,حصري,5.0,0.05,4,0.0,13.0,0.0,2.0,1.0,other_7k_frequent
عضغ,nonword,,,,,,,,,3,,,,,,
