item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
الحياة,word,453.25,2.66,5.66,الحَياةُ,DET + NOUN-FS + NSUFF,حياة,45.0,0.37,6,1.0,7.0,0.0,5.0,1.0,most_5k_frequent
الفتيات,word,141.5,2.16,5.16,الفَتَياتُ,DET + NOUN-FP + NSUFF,فتاة,32.0,0.27,7,1.0,5.0,0.0,3.0,1.0,most_5k_frequent
بملاني,nonword,,,,,,,,,6,,,,,,
أغيق,nonword,,,,,,,,,4,,,,,,
الطبقي,word,1.33,0.37,3.13,الطَّبَقيِّ,DET + ADJ-MS,طبقي,4.0,0.04,6,0.0,1.0,0.0,1.0,1.0,other_7k_frequent
ثح,nonword,,,,,,,,,2,,,,,,
نظات,nonword,,,,,,,,,4,,,,,,
الدائرية,word,1.23,0.35,3.09,الدّائِريَّةُ,DET + ADJ-FS + NSUFF,دائري,4.0,0.04,8,1.0,0.0,0.0,0.0,1.0,other_7k_frequent
برنامج,word,83.67,1.93,4.93,بَرْنامَجُ,NOUN-MS,برنامج,19.0,0.16,6,0.0,0.0,0.0,7.0,1.0,most_5k_frequent
الطيا,nonword,,,,,,,,,5,,,,,,
الطالس,nonword,,,,,,,,,6,,,,,,
قابلنا,word,3.37,0.65,3.53,قابَلَنا,V + PRON,قابل,80.0,0.66,6,1.0,4.0,0.0,3.0,1.0,other_7k_frequent
شحرت,nonword,,,,,,,,,4,,,,,,
مسجلا,word,1.85,0.46,3.27,مُسَجِّلًا,ADJ-MS + CASE,مسجل,8.0,0.07,5,0.0,2.0,0.0,1.0,1.0,other_7k_frequent
جلبنية,nonword,,,,,,,,,6,,,,,,
تعاني,word,45.28,1.67,4.66,تُعاني,V,عانى,32.0,0.27,5,0.0,18.0,0.0,7.0,1.0,most_5k_frequent
عرع,nonword,,,,,,,,,3,,,,,,
الملعب,word,26.4,1.44,4.43,المَلْعَبِ,DET + NOUN-MS,ملعب,9.0,0.08,6,1.0,5.0,1.0,2.0,1.11,most_5k_frequent
المقاومة,word,17.18,1.26,4.24,المُقاوَمَةُ,DET + NOUN-FS + NSUFF,مقاومة,10.0,0.09,8,1.0,2.0,0.0,1.0,1.0,most_5k_frequent
كتيل,nonword,,,,,,,,,4,,,,,,
المختارون,word,0.64,0.22,2.81,المُخْتارونَ,DET + NOUN-MP + NSUFF,مختار,6.0,0.05,9,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
موجة,word,19.08,1.31,4.29,مَوْجَةُ,NOUN-FS + NSUFF,موج,11.0,0.09,4,0.0,10.0,0.0,4.0,1.0,other_7k_frequent
عقدا,word,5.83,0.84,3.77,عَقْدًا,NOUN-MS + CASE,عقد,34.0,0.28,4,0.0,16.0,0.0,5.0,1.0,other_7k_frequent
المطرقة,word,7.03,0.91,3.85,المِطْرَقَةُ,DET + NOUN-FS + NSUFF,مطرق,5.0,0.05,7,0.0,5.0,0.0,1.0,1.0,other_7k_frequent
بقرج,nonword,,,,,,,,,4,,,,,,
رموز,word,6.37,0.87,3.81,رُموزُ,NOUN-FP,رمز,13.0,0.11,4,0.0,3.0,0.0,1.0,1.0,other_7k_frequent
