item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
عموم,word,1.02,0.31,3.01,عُمومُ,NOUN-MS,عم,24.0,0.2,4,1.0,6.0,0.0,3.0,1.0,other_7k_frequent
لقاد,nonword,,,,,,,,,4,,,,,,
الطرافة,word,0.43,0.16,2.64,الطَّرافَةُ,DET + NOUN-FS + NSUFF,طرافة,1.0,0.01,7,1.0,7.0,0.0,0.0,1.0,other_7k_frequent
الحرفة,word,0.64,0.22,2.81,الحِرْفَةُ,DET + NOUN-FS + NSUFF,حرفة,4.0,0.04,6,0.0,10.0,1.0,1.0,1.07,other_7k_frequent
إلكفض,nonword,,,,,,,,,5,,,,,,
عملهم,word,8.43,0.98,3.93,عَمَلُهُمْ,NOUN-MS + PRON,عمل,109.0,0.89,5,1.0,8.0,1.0,2.0,1.08,other_7k_frequent
لطيعة,nonword,,,,,,,,,5,,,,,,
نمتلك,word,7.84,0.95,3.9,نَمْتَلِكُ,V,امتلك,28.0,0.23,5,0.0,5.0,0.0,1.0,1.0,other_7k_frequent
شبيء,nonword,,,,,,,,,4,,,,,,
مجاءة,nonword,,,,,,,,,5,,,,,,
ينجمات,nonword,,,,,,,,,6,,,,,,
تستمر,word,36.94,1.58,4.57,تَسْتَمِرُّ,V,استمر,37.0,0.31,5,1.0,11.0,0.0,5.0,1.0,most_5k_frequent
دحز,nonword,,,,,,,,,3,,,,,,
مسروبة,nonword,,,,,,,,,6,,,,,,
الانتخابات,word,22.6,1.38,4.36,الِانْتِخاباتِ,DET + NOUN-FP + NSUFF,انتخاب,10.0,0.09,10,1.0,2.0,0.0,1.0,1.0,most_5k_frequent
خجول,word,4.81,0.77,3.69,خَجولٍ,NOUN-MS,خجل,14.0,0.12,4,0.0,6.0,0.0,2.0,1.0,other_7k_frequent
سرطاني,word,0.5,0.18,2.7,سَرَطانيٌّ,NOUN-MS,سرطاني,3.0,0.03,6,0.0,2.0,0.0,1.0,1.0,other_7k_frequent
معلمين,word,1.23,0.35,3.09,مُعَلِّمينَ,NOUN-MP + NSUFF,معلم,30.0,0.25,6,1.0,4.0,0.0,1.0,1.0,other_7k_frequent
حالتي,word,10.7,1.07,4.03,حالَتي,NOUN-FS + NSUFF + PRON,حالة,39.0,0.32,5,0.0,14.0,0.0,6.0,1.0,other_7k_frequent
تشتغل,word,1.56,0.41,3.2,تَشْتَغِلُ,V,اشتغل,5.0,0.05,5,1.0,6.0,0.0,0.0,1.0,other_7k_frequent
الأكفية,nonword,,,,,,,,,7,,,,,,
الممتلئ,word,0.71,0.24,2.86,المُمْتَلِئُ,DET + NOUN-MS,ممتلئ,6.0,0.05,7,1.0,0.0,0.0,1.0,1.0,other_7k_frequent
الأعدون,nonword,,,,,,,,,7,,,,,,
تلميع,word,1.69,0.43,3.23,تَلْميعُ,NOUN-MS,تلميع,2.0,0.02,5,0.0,3.0,0.0,1.0,1.0,most_5k_frequent
ننقل,word,3.96,0.7,3.6,نَنْقُلُ,V,نقل,66.0,0.54,4,1.0,10.0,0.0,7.0,1.0,other_7k_frequent
الفظر,nonword,,,,,,,,,5,,,,,,
المتخدامات,nonword,,,,,,,,,10,,,,,,
السخط,word,0.85,0.27,2.93,السُّخْطُ,DET + NOUN-MS,سخط,2.0,0.02,5,0.0,3.0,0.0,0.0,1.0,other_7k_frequent
ثمروح,nonword,,,,,,,,,5,,,,,,
أفتحك,nonword,,,,,,,,,5,,,,,,
تستفى,nonword,,,,,,,,,5,,,,,,
صحته,word,3.6,0.67,3.56,صِحَّتَهُ,NOUN-FS + NSUFF + PRON,صحة,22.0,0.18,4,0.0,8.0,1.0,5.0,1.07,other_7k_frequent
أجنيف,nonword,,,,,,,,,5,,,,,,
ريانين,nonword,,,,,,,,,6,,,,,,
قاع,word,9.42,1.02,3.98,قاعَ,NOUN-MS,قاع,3.0,0.03,3,0.0,17.0,0.0,10.0,1.0,other_7k_frequent
موجده,nonword,,,,,,,,,5,,,,,,
أقريدها,nonword,,,,,,,,,7,,,,,,
تنير,word,0.91,0.29,2.96,تُنيرُ,V,أنار,1.0,0.01,4,0.0,18.0,0.0,2.0,1.0,other_7k_frequent
تحذار,nonword,,,,,,,,,5,,,,,,
نكنب,nonword,,,,,,,,,4,,,,,,
السلبي,word,3.42,0.65,3.54,السَّلْبيُّ,DET + NOUN-MS,سلبي,4.0,0.04,6,1.0,2.0,0.0,1.0,1.0,most_5k_frequent
زيغ,word,1.32,0.37,3.13,زَيْغَ,NOUN-MS,زيغ,1.0,0.01,3,0.0,18.0,0.0,2.0,1.0,other_7k_frequent
مجددا,word,493.27,2.7,5.7,مُجَدَّدًا,ADJ-MS + CASE,مجدد,3.0,0.03,5,1.0,10.0,0.0,1.0,1.0,other_7k_frequent
بثنى,nonword,,,,,,,,,4,,,,,,
الفردي,word,1.96,0.48,3.3,الفَرْديُّ,DET + ADJ-MS,فردي,4.0,0.04,6,0.0,2.0,1.0,1.0,1.2,most_5k_frequent
خصمر,nonword,,,,,,,,,4,,,,,,
غضرا,nonword,,,,,,,,,4,,,,,,
مفتوح,word,30.76,1.51,4.49,مَفْتوحٌ,ADJ-MS,مفتوح,6.0,0.05,5,0.0,3.0,0.0,2.0,1.0,other_7k_frequent
مكتسب,word,0.6,0.21,2.78,مُكْتَسَبٌ,NOUN-MS,مكتسب,3.0,0.03,5,0.0,7.0,0.0,0.0,1.0,other_7k_frequent
طهراث,nonword,,,,,,,,,5,,,,,,
تلتفت,word,1.1,0.33,3.05,تَلْتَفِتُ,V,التفت,5.0,0.05,5,1.0,3.0,0.0,0.0,1.0,other_7k_frequent
