item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
ملوك,word,4.05,0.71,3.61,مُلوكُ,NOUN-MP,ملك,69.0,0.57,4,0.0,12.0,0.0,3.0,1.0,other_7k_frequent
مغامر,word,1.09,0.33,3.04,مُغامِرُ,NOUN-MS,مغامر,2.0,0.02,5,1.0,4.0,0.0,1.0,1.0,other_7k_frequent
مجسم,word,1.55,0.41,3.2,مُجَسَّمٌ,NOUN-MS,مجسم,4.0,0.04,4,1.0,5.0,0.0,1.0,1.0,other_7k_frequent
ترتكبها,word,0.72,0.24,2.86,تَرْتَكِبُها,V + PRON,ارتكب,22.0,0.18,7,1.0,4.0,0.0,0.0,1.0,other_7k_frequent
تذى,nonword,,,,,,,,,3,,,,,,
إبداومة,nonword,,,,,,,,,7,,,,,,
مفضوم,nonword,,,,,,,,,5,,,,,,
خارجيا,word,1.01,0.31,3.01,خارِجيًّا,NOUN-MS + CASE,خارجي,4.0,0.04,6,1.0,3.0,0.0,0.0,1.0,other_7k_frequent
الغيات,nonword,,,,,,,,,6,,,,,,
ركثر,nonword,,,,,,,,,4,,,,,,
التعامل,word,90.36,1.97,4.96,التَّعامُلُ,DET + NOUN-MS,تعامل,38.0,0.31,7,1.0,4.0,0.0,2.0,1.0,most_5k_frequent
الصاها,nonword,,,,,,,,,6,,,,,,
إباحية,word,7.13,0.92,3.86,إِباحيَّةٌ,NOUN-FS + NSUFF,إباحي,6.0,0.05,6,0.0,2.0,0.0,0.0,1.0,most_5k_frequent
اسيان,nonword,,,,,,,,,5,,,,,,
وتبرود,nonword,,,,,,,,,6,,,,,,
استهيئة,nonword,,,,,,,,,7,,,,,,
طغض,nonword,,,,,,,,,3,,,,,,
قالته,word,22.52,1.38,4.36,قالَتْهُ,V + PRON + PRON,قال,129.0,1.05,5,0.0,8.0,1.0,3.0,1.07,other_7k_frequent
جماعات,word,2.67,0.57,3.43,جَماعاتٌ,NOUN-FP + NSUFF,جماعة,11.0,0.09,6,1.0,1.0,1.0,0.0,1.5,other_7k_frequent
فرق,word,31.97,1.52,4.51,فِرَقُ,NOUN-MS,فرق,15.0,0.13,3,0.0,34.0,1.0,13.0,1.0,other_7k_frequent
ميزان,word,1.75,0.44,3.25,ميزانُ,NOUN-MS,ميزان,2.0,0.02,5,0.0,7.0,0.0,0.0,1.0,other_7k_frequent
احظف,nonword,,,,,,,,,4,,,,,,
ظبي,word,1.23,0.35,3.09,ظَبْيَ,NOUN-MS,ظبي,2.0,0.02,3,0.0,12.0,0.0,0.0,1.0,other_7k_frequent
موقفا,word,5.82,0.84,3.77,مَوْقِفًا,NOUN-MS + CASE,موقف,19.0,0.16,5,0.0,9.0,1.0,4.0,1.07,other_7k_frequent
تست,nonword,,,,,,,,,3,,,,,,
الاستيلات,nonword,,,,,,,,,9,,,,,,
شأنه,word,26.57,1.45,4.43,شَأْنُهُ,NOUN-MS + PRON,شأن,43.0,0.35,4,0.0,10.0,0.0,4.0,1.0,other_7k_frequent
ينصبت,nonword,,,,,,,,,5,,,,,,
دكب,nonword,,,,,,,,,3,,,,,,
تكملة,word,0.85,0.27,2.93,تَكْمِلَةُ,V + NSUFF,تكملة,1.0,0.01,5,0.0,1.0,0.0,0.0,1.0,other_7k_frequent
الطباعة,word,4.44,0.74,3.65,الطِّباعَةُ,DET + NOUN-FS + NSUFF,طباعة,7.0,0.06,7,1.0,3.0,1.0,0.0,1.11,most_5k_frequent
فارية,nonword,,,,,,,,,5,,,,,,
هتيز,nonword,,,,,,,,,4,,,,,,
عرث,nonword,,,,,,,,,3,,,,,,
توصيف,word,0.54,0.19,2.74,تَوْصيفُ,NOUN-MS,توصيف,1.0,0.01,5,0.0,4.0,0.0,0.0,1.0,other_7k_frequent
واندون,nonword,,,,,,,,,6,,,,,,
نقوده,word,1.82,0.46,3.27,نُقودَهُ,V + PRON,نقد,22.0,0.18,5,0.0,7.0,0.0,2.0,1.0,other_7k_frequent
قزد,nonword,,,,,,,,,3,,,,,,
البعث,word,1.45,0.39,3.17,البَعْثِ,DET + NOUN-MS,بعث,10.0,0.09,5,0.0,3.0,1.0,1.0,1.13,most_5k_frequent
حمسر,nonword,,,,,,,,,4,,,,,,
متفت,nonword,,,,,,,,,4,,,,,,
متقاعة,nonword,,,,,,,,,6,,,,,,
غيور,word,8.61,0.99,3.94,غَيورٌ,ADJ-MS,غيور,5.0,0.05,4,0.0,10.0,0.0,4.0,1.0,other_7k_frequent
ينجار,nonword,,,,,,,,,5,,,,,,
نعامة,word,0.48,0.18,2.69,نَعامَةٌ,NOUN-FS + NSUFF,نعام,2.0,0.02,5,0.0,4.0,1.0,0.0,1.14,other_7k_frequent
المناية,nonword,,,,,,,,,7,,,,,,
أهمها,word,0.43,0.16,2.64,أَهَمُّها,ADJ-MS + PRON,أهم,17.0,0.14,5,1.0,6.0,0.0,2.0,1.0,most_5k_frequent
الرمون,nonword,,,,,,,,,6,,,,,,
خطف,word,10.65,1.07,4.03,خَطْفَ,NOUN-MS,خطف,15.0,0.13,3,0.0,18.0,0.0,11.0,1.0,other_7k_frequent
حكيت,word,0.6,0.21,2.78,حَكَيتْ,V + PRON,حكى,6.0,0.05,4,0.0,8.0,0.0,0.0,1.0,other_7k_frequent
ملتى,nonword,,,,,,,,,4,,,,,,
البيض,word,62.96,1.81,4.8,البيضِ,DET + NOUN-MS,بيض,12.0,0.1,5,0.0,7.0,0.0,9.0,1.0,most_5k_frequent
ثغط,nonword,,,,,,,,,3,,,,,,
ولاء,word,5.37,0.81,3.73,وَلاءُ,NOUN-MS,ولاء,8.0,0.07,4,0.0,12.0,1.0,7.0,1.0,other_7k_frequent
الهميع,nonword,,,,,,,,,6,,,,,,
التافه,word,9.64,1.03,3.99,التّافِهِ,DET + ADJ-MS,تافه,9.0,0.08,6,1.0,2.0,0.0,1.0,1.0,other_7k_frequent
الطبوا,nonword,,,,,,,,,6,,,,,,
ستبعة,nonword,,,,,,,,,5,,,,,,
سنكيل,nonword,,,,,,,,,5,,,,,,
تكمن,word,11.86,1.11,4.08,تَكْمُنُ,V,كمن,2.0,0.02,4,0.0,9.0,1.0,0.0,1.08,most_5k_frequent
الفئران,word,14.85,1.21,4.18,الفِئْرانُ,DET + NOUN-FP,فأر,13.0,0.11,7,1.0,1.0,0.0,1.0,1.0,other_7k_frequent
أرعي,nonword,,,,,,,,,4,,,,,,
تكوات,nonword,,,,,,,,,5,,,,,,
طباعة,word,6.43,0.88,3.81,طِباعَةٌ,NOUN-FS + NSUFF,طباعة,7.0,0.06,5,0.0,7.0,1.0,2.0,1.07,other_7k_frequent
السيرة,word,2.45,0.54,3.39,السّيرَةُ,DET + NOUN-FS + NSUFF,سيرة,6.0,0.05,6,0.0,13.0,1.0,4.0,1.05,most_5k_frequent
يرائق,nonword,,,,,,,,,5,,,,,,
يتعات,nonword,,,,,,,,,5,,,,,,
رزني,nonword,,,,,,,,,4,,,,,,
يحصل,word,154.34,2.2,5.19,يَحْصُلُ,V,حصل,61.0,0.5,4,0.0,15.0,0.0,5.0,1.0,other_7k_frequent
زخرفة,word,0.79,0.26,2.9,زَخْرَفَةٌ,NOUN-FS + NSUFF,زخرفة,2.0,0.02,5,0.0,0.0,0.0,1.0,1.0,other_7k_frequent
سكك,word,3.25,0.63,3.52,سِكَكِ,NOUN-FP,سكة,5.0,0.05,3,1.0,17.0,1.0,1.0,1.05,other_7k_frequent
غريل,nonword,,,,,,,,,4,,,,,,
الرياضيات,word,19.85,1.32,4.3,الرّياضيّاتِ,DET + NOUN-FP + NSUFF,رياضية,3.0,0.03,9,1.0,1.0,0.0,2.0,1.0,most_5k_frequent
جري,word,2.2,0.51,3.35,جَرَي,V,جري,7.0,0.06,3,0.0,36.0,1.0,29.0,1.0,other_7k_frequent
جراقه,nonword,,,,,,,,,5,,,,,,
صوتية,word,7.75,0.95,3.89,صَوْتيَّةٌ,ADJ-FS + NSUFF,صوتي,4.0,0.04,5,0.0,3.0,0.0,0.0,1.0,other_7k_frequent
الحارق,word,0.65,0.22,2.82,الحارِقُ,DET + NOUN-MS,حارق,4.0,0.04,6,1.0,8.0,0.0,1.0,1.0,other_7k_frequent
ملكيل,nonword,,,,,,,,,5,,,,,,
يعتمانا,nonword,,,,,,,,,7,,,,,,
المصادث,nonword,,,,,,,,,7,,,,,,
خبرات,word,0.98,0.3,3.0,خِبْراتٌ,NOUN-FP + NSUFF,خبرة,13.0,0.11,5,0.0,1.0,0.0,2.0,1.0,other_7k_frequent
المجزرة,word,1.3,0.37,3.12,المَجْزَرَةُ,DET + NOUN-FS + NSUFF,مجزرة,2.0,0.02,7,0.0,0.0,0.0,0.0,1.0,other_7k_frequent
التأكد,word,37.07,1.59,4.57,التَّأَكُّدُ,DET + NOUN-MS,تأكد,34.0,0.28,6,0.0,1.0,0.0,4.0,1.0,most_5k_frequent
أمي,word,904.86,2.96,5.96,أُمّي,NOUN-FS + NSUFF,أم,39.0,0.32,3,0.0,36.0,1.0,23.0,1.0,most_5k_frequent
فطيعة,nonword,,,,,,,,,5,,,,,,
الحساج,nonword,,,,,,,,,6,,,,,,
قناكت,nonword,,,,,,,,,5,,,,,,
حلم,word,46.84,1.68,4.68,حُلْمٌ,NOUN-MS,حلم,49.0,0.4,3,0.0,34.0,2.0,16.0,1.0,other_7k_frequent
عديد,word,2.01,0.48,3.31,عَديدٌ,NOUN-MS,عديد,9.0,0.08,4,1.0,10.0,0.0,2.0,1.0,other_7k_frequent
حكيزه,nonword,,,,,,,,,5,,,,,,
نشوة,word,3.73,0.68,3.58,نَشْوَةُ,NOUN-FS + NSUFF,نشوة,6.0,0.05,4,0.0,9.0,0.0,1.0,1.0,other_7k_frequent
