item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
رماسي,nonword,,,,,,,,,5,,,,,,
الظلمات,word,1.19,0.35,3.08,الظُّلُماتُ,DET + NOUN-FP + NSUFF,ظلم,8.0,0.07,7,1.0,2.0,0.0,0.0,1.0,other_7k_frequent
المحاسبة,word,4.4,0.74,3.65,المُحاسَبَةُ,DET + NOUN-FS + NSUFF,محاسبة,2.0,0.02,8,1.0,2.0,0.0,0.0,1.0,most_5k_frequent
سقف,word,11.01,1.08,4.05,سَقْفُ,NOUN-MS,سقف,9.0,0.08,3,0.0,12.0,0.0,8.0,1.0,other_7k_frequent
البشاعة,word,0.95,0.3,2.98,البَشاعَةِ,DET + NOUN-FS + NSUFF,بشاعة,2.0,0.02,7,1.0,3.0,0.0,0.0,1.0,other_7k_frequent
جيلين,word,0.59,0.21,2.78,جيلَيْنِ,NOUN-FS + NSUFF,جيل,18.0,0.15,5,1.0,15.0,0.0,3.0,1.0,other_7k_frequent
نثيك,nonword,,,,,,,,,4,,,,,,
السهم,word,8.73,0.99,3.95,السَّهْمُ,DET + NOUN-MS,سهم,17.0,0.14,5,0.0,13.0,0.0,3.0,1.0,most_5k_frequent
موحدة,word,2.4,0.54,3.39,موَحَّدَةٌ,ADJ-FP + NSUFF,موحد,5.0,0.05,5,0.0,10.0,0.0,0.0,1.0,other_7k_frequent
أضغل,nonword,,,,,,,,,4,,,,,,
العصب,word,3.23,0.63,3.51,العَصَبِ,DET + NOUN-MS,عصب,11.0,0.09,5,0.0,12.0,1.0,4.0,1.05,most_5k_frequent
برييه,nonword,,,,,,,,,5,,,,,,
يكتشابين,nonword,,,,,,,,,8,,,,,,
عشربت,nonword,,,,,,,,,5,,,,,,
المقهوف,nonword,,,,,,,,,7,,,,,,
نظامي,word,2.69,0.57,3.43,نِظامي,NOUN-FS + NSUFF,نظام,21.0,0.18,5,0.0,4.0,0.0,1.0,1.0,other_7k_frequent
أزلد,nonword,,,,,,,,,4,,,,,,
سيسافر,word,1.33,0.37,3.13,سَيُسافِرُ,FUT_PART + V,سافر,19.0,0.16,6,1.0,3.0,0.0,0.0,1.0,other_7k_frequent
تساهم,word,1.43,0.39,3.16,تُساهِمُ,V,ساهم,5.0,0.05,5,0.0,8.0,0.0,0.0,1.0,most_5k_frequent
قبر,word,12.15,1.12,4.09,قَبْرُ,NOUN-MS,قبر,12.0,0.1,3,0.0,26.0,2.0,7.0,1.0,other_7k_frequent
وثاله,nonword,,,,,,,,,5,,,,,,
تناوب,word,0.41,0.15,2.62,تَناوَبَ,V,تناوب,3.0,0.03,5,0.0,4.0,0.0,1.0,1.0,other_7k_frequent
اختيقظنا,nonword,,,,,,,,,8,,,,,,
باسعر,nonword,,,,,,,,,5,,,,,,
المجنون,word,27.25,1.46,4.44,المَجْنونُ,DET + NOUN-MS,مجنون,22.0,0.18,7,1.0,1.0,0.0,4.0,1.0,other_7k_frequent
يتأقلم,word,1.15,0.34,3.07,يَتَأَقْلَمُ,V,تأقلم,6.0,0.05,6,0.0,3.0,0.0,0.0,1.0,other_7k_frequent
مستهالة,nonword,,,,,,,,,7,,,,,,
رجال,word,174.53,2.25,5.25,رِجالٌ,NOUN-MP,رجل,57.0,0.47,4,0.0,6.0,2.0,10.0,1.05,other_7k_frequent
خبط,word,0.68,0.23,2.84,خَبْطٌ,NOUN-MS,خبط,2.0,0.02,3,0.0,10.0,2.0,2.0,1.12,other_7k_frequent
ضرورية,word,9.77,1.04,3.99,ضَروريَّةٌ,ADJ-FS + NSUFF,ضروري,6.0,0.05,6,1.0,2.0,0.0,0.0,1.0,other_7k_frequent
حافيض,nonword,,,,,,,,,5,,,,,,
تلبي,word,1.71,0.44,3.24,تُلَبّي,NOUN-MS,لبى,6.0,0.05,4,0.0,19.0,1.0,6.0,1.0,other_7k_frequent
تنصد,nonword,,,,,,,,,4,,,,,,
نلامل,nonword,,,,,,,,,5,,,,,,
برحر,nonword,,,,,,,,,4,,,,,,
ينجز,word,2.93,0.6,3.47,يُنْجِزُ,V,أنجز,22.0,0.18,4,0.0,9.0,0.0,1.0,1.0,other_7k_frequent
أستد,nonword,,,,,,,,,4,,,,,,
اعلموا,word,0.8,0.26,2.91,اعْلَموا,V + PRON,اعلم,2.0,0.02,6,1.0,2.0,1.0,0.0,1.25,other_7k_frequent
وطني,word,8.08,0.96,3.91,وَطَنيٌّ,ADJ-MS,وطني,6.0,0.05,4,0.0,16.0,1.0,3.0,1.0,other_7k_frequent
يتيبه,nonword,,,,,,,,,5,,,,,,
وقعت,word,63.9,1.82,4.81,وَقَعتْ,V + PRON,وقع,31.0,0.26,4,0.0,12.0,0.0,7.0,1.0,other_7k_frequent
آخرين,word,48.31,1.7,4.69,آخَرينَ,ADJ-FP + NSUFF,آخر,40.0,0.33,5,0.0,3.0,0.0,2.0,1.0,most_5k_frequent
تؤطب,nonword,,,,,,,,,4,,,,,,
قراعين,nonword,,,,,,,,,6,,,,,,
تدرك,word,39.28,1.61,4.6,تُدْرِكُ,V,أدرك,29.0,0.24,4,0.0,17.0,0.0,7.0,1.0,most_5k_frequent
انتصب,word,0.56,0.2,2.75,انْتَصَبَ,V,انتصب,2.0,0.02,5,0.0,5.0,0.0,1.0,1.0,most_5k_frequent
وزع,word,1.07,0.32,3.03,وُزِّعَ,V,وزع,5.0,0.05,3,0.0,13.0,0.0,7.0,1.0,other_7k_frequent
قضج,nonword,,,,,,,,,3,,,,,,
ناسد,nonword,,,,,,,,,4,,,,,,
اعتقاد,word,2.03,0.49,3.31,اعْتِقادٌ,NOUN-MS,اعتقاد,10.0,0.09,6,1.0,4.0,0.0,4.0,1.0,other_7k_frequent
حزين,word,20.17,1.33,4.31,حَزينٌ,ADJ-MS,حزين,10.0,0.09,4,0.0,11.0,1.0,4.0,1.05,other_7k_frequent
شاذا,word,3.75,0.68,3.58,شاذًّا,ADJ-MS + CASE,شاذ,10.0,0.09,4,1.0,10.0,0.0,0.0,1.0,other_7k_frequent
عضلة,word,4.02,0.71,3.61,عَضَلَةِ,NOUN-FS + NSUFF,عضلة,12.0,0.1,4,0.0,8.0,0.0,2.0,1.0,other_7k_frequent
لكونود,nonword,,,,,,,,,6,,,,,,
اقتوقاظ,nonword,,,,,,,,,7,,,,,,
الخلاف,word,3.52,0.66,3.55,الخِلافُ,DET + NOUN-MS,خلاف,14.0,0.12,6,1.0,10.0,0.0,1.0,1.0,most_5k_frequent
ضريبة,word,4.9,0.78,3.7,ضَريبَةُ,NOUN-FS + NSUFF,ضريبة,3.0,0.03,5,0.0,5.0,0.0,1.0,1.0,other_7k_frequent
الخالدين,word,1.87,0.46,3.28,الخالِدينَ,DET + NOUN-FS + NSUFF,خالد,8.0,0.07,8,1.0,2.0,0.0,0.0,1.0,other_7k_frequent
يجدد,word,0.88,0.28,2.95,يُجَدِّدُ,V,جدد,6.0,0.05,4,1.0,21.0,0.0,0.0,1.0,other_7k_frequent
افتراضي,word,2.17,0.51,3.34,افْتِراضيٌّ,ADJ-MS,افتراضي,5.0,0.05,7,1.0,2.0,0.0,2.0,1.0,other_7k_frequent
استبرها,nonword,,,,,,,,,7,,,,,,
غطل,nonword,,,,,,,,,3,,,,,,
يجتاة,nonword,,,,,,,,,5,,,,,,
سهقع,nonword,,,,,,,,,4,,,,,,
منطقيم,nonword,,,,,,,,,6,,,,,,
جنوب,word,32.27,1.53,4.51,جَنوبُ,NOUN-MS,جنوب,9.0,0.08,4,0.0,9.0,1.0,5.0,1.06,other_7k_frequent
محاسيسه,nonword,,,,,,,,,7,,,,,,
متف,nonword,,,,,,,,,3,,,,,,
مروطا,nonword,,,,,,,,,5,,,,,,
كقدل,nonword,,,,,,,,,4,,,,,,
التجاري,word,15.46,1.22,4.19,التِّجاريُّ,DET + ADJ-MS,تجاري,5.0,0.05,7,1.0,4.0,0.0,2.0,1.0,most_5k_frequent
اشترادي,nonword,,,,,,,,,7,,,,,,
وبهها,nonword,,,,,,,,,5,,,,,,
أمواعة,nonword,,,,,,,,,6,,,,,,
الرعايا,word,0.45,0.17,2.66,الرَّعايا,DET + NOUN-FP,رعية,3.0,0.03,7,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
المتاعظ,nonword,,,,,,,,,7,,,,,,
مقطوعة,word,6.44,0.88,3.81,مَقْطوعَةٌ,NOUN-FS + NSUFF,مقطوع,5.0,0.05,6,0.0,3.0,0.0,0.0,1.0,other_7k_frequent
تسيبة,nonword,,,,,,,,,5,,,,,,
زمنية,word,5.42,0.81,3.74,زَمَنيَّةٌ,ADJ-FS + NSUFF,زمني,5.0,0.05,5,0.0,3.0,0.0,0.0,1.0,other_7k_frequent
يطرق,word,7.27,0.92,3.87,يَطْرُقُ,NOUN-FP,طرق,5.0,0.05,4,0.0,20.0,0.0,1.0,1.0,other_7k_frequent
