item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
منحك,word,7.74,0.95,3.89,مَنْحَكَ,NOUN-MS + PRON,منح,65.0,0.53,4,0.0,10.0,1.0,10.0,1.0,other_7k_frequent
طرحها,word,1.82,0.46,3.27,طَرْحَها,V + PRON,طرح,27.0,0.22,5,0.0,7.0,0.0,2.0,1.0,other_7k_frequent
عاطعت,nonword,,,,,,,,,5,,,,,,
السرعة,word,61.24,1.8,4.79,السُّرْعَةِ,DET + NOUN-FS + NSUFF,سرعة,17.0,0.14,6,0.0,9.0,0.0,3.0,1.0,most_5k_frequent
ضردة,nonword,,,,,,,,,4,,,,,,
سيد,word,551.19,2.75,5.75,سَيِّدُ,NOUN-MS,سيد,46.0,0.38,3,0.0,41.0,1.0,21.0,1.0,other_7k_frequent
الجرد,word,1.32,0.37,3.13,الجَرْدُ,DET + NOUN-MS,جرد,3.0,0.03,5,0.0,23.0,0.0,1.0,1.0,other_7k_frequent
التوتر,word,22.45,1.38,4.36,التَّوَتُّرُ,DET + NOUN-MS,توتر,14.0,0.12,6,1.0,2.0,0.0,4.0,1.0,most_5k_frequent
أعتر,nonword,,,,,,,,,4,,,,,,
سئمنة,nonword,,,,,,,,,5,,,,,,
فروا,word,1.45,0.39,3.17,فَرّوا,V + PRON,فر,10.0,0.09,4,0.0,20.0,1.0,4.0,1.0,other_7k_frequent
الوطن,word,26.81,1.45,4.43,الوَطَنُ,DET + NOUN-MS,وطن,13.0,0.11,5,0.0,5.0,0.0,4.0,1.0,most_5k_frequent
وعصة,nonword,,,,,,,,,4,,,,,,
يرورة,nonword,,,,,,,,,5,,,,,,
جهازه,word,1.68,0.43,3.23,جِهازُهُ,NOUN-MS + PRON,جهاز,25.0,0.21,5,1.0,3.0,0.0,1.0,1.0,other_7k_frequent
هرمجي,nonword,,,,,,,,,5,,,,,,
مجالنا,word,0.76,0.25,2.89,مَجالُنا,NOUN-MS + PRON,مجال,9.0,0.08,6,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
أنقر,word,0.52,0.19,2.72,أَنْقَرٌ,NOUN-FP,أنقر,1.0,0.01,4,0.0,14.0,0.0,1.0,1.0,most_5k_frequent
الفمون,nonword,,,,,,,,,6,,,,,,
والده,word,86.6,1.95,4.94,والِدُهُ,NOUN-MS + PRON,والد,74.0,0.61,5,0.0,7.0,0.0,9.0,1.0,other_7k_frequent
عصبية,word,10.7,1.07,4.03,عَصَبيَّةٌ,NOUN-FS + NSUFF,عصبية,3.0,0.03,5,0.0,4.0,1.0,1.0,1.11,other_7k_frequent
ركلة,word,9.58,1.03,3.99,رَكْلَةٌ,NOUN-FS + NSUFF,ركل,16.0,0.14,4,0.0,8.0,0.0,2.0,1.0,other_7k_frequent
سيجري,word,5.83,0.84,3.77,سَيَجْري,FUT_PART + V,جرى,15.0,0.13,5,1.0,9.0,1.0,0.0,1.08,other_7k_frequent
تبعني,word,1.09,0.33,3.04,تَبِعَني,NOUN-MS,تبع,33.0,0.27,5,0.0,4.0,0.0,8.0,1.0,other_7k_frequent
التابوت,word,4.78,0.77,3.68,التّابوتُ,DET + NOUN-MS,تابوت,5.0,0.05,7,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
حجادة,nonword,,,,,,,,,5,,,,,,
شهواء,nonword,,,,,,,,,5,,,,,,
ماسح,word,1.21,0.35,3.09,ماسِحَ,NOUN-MS,ماسح,4.0,0.04,4,0.0,7.0,1.0,0.0,1.1,other_7k_frequent
الهيئة,word,6.43,0.88,3.81,الهَيْئَةُ,DET + NOUN-FS + NSUFF,هيئة,10.0,0.09,6,0.0,4.0,0.0,0.0,1.0,most_5k_frequent
نرقة,nonword,,,,,,,,,4,,,,,,
الشاهدة,word,5.24,0.8,3.72,الشّاهِدَةُ,DET + NOUN-FS + NSUFF,شاهد,99.0,0.81,7,1.0,1.0,1.0,1.0,1.25,other_7k_frequent
بشرهج,nonword,,,,,,,,,5,,,,,,
الحمية,word,2.46,0.54,3.4,الحَميَّةُ,DET + NOUN-FS + NSUFF,حمية,7.0,0.06,6,0.0,13.0,0.0,7.0,1.0,most_5k_frequent
قارن,word,0.64,0.22,2.81,قارَنْ,V,قارن,6.0,0.05,4,0.0,12.0,0.0,5.0,1.0,other_7k_frequent
الغمادة,nonword,,,,,,,,,7,,,,,,
أخلاجه,nonword,,,,,,,,,6,,,,,,
التفاصيل,word,46.59,1.68,4.67,التَّفاصيلُ,DET + NOUN-FP,تفصيل,15.0,0.13,8,1.0,1.0,0.0,2.0,1.0,most_5k_frequent
الفائز,word,19.02,1.31,4.28,الفائِزُ,DET + NOUN-MS,فائز,12.0,0.1,6,1.0,5.0,0.0,2.0,1.0,most_5k_frequent
مناقدس,nonword,,,,,,,,,6,,,,,,
حاطر,nonword,,,,,,,,,4,,,,,,
عمرها,word,37.76,1.59,4.58,عُمْرُها,NOUN-MS + PRON,عمر,30.0,0.25,5,0.0,10.0,0.0,3.0,1.0,other_7k_frequent
خلافات,word,2.62,0.56,3.42,خِلافاتٌ,NOUN-FP + NSUFF,خلاف,14.0,0.12,6,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
مدف,nonword,,,,,,,,,3,,,,,,
غريث,nonword,,,,,,,,,4,,,,,,
بجداء,nonword,,,,,,,,,5,,,,,,
جداون,nonword,,,,,,,,,5,,,,,,
مستواك,word,3.39,0.65,3.54,مستواكْ,NOUN-MS,مستواك,1.0,0.01,6,0.0,2.0,0.0,0.0,1.0,other_7k_frequent
نتيقهم,nonword,,,,,,,,,6,,,,,,
بعواتم,nonword,,,,,,,,,6,,,,,,
ينشأ,word,1.53,0.41,3.19,يَنْشَأُ,V,نشأ,7.0,0.06,4,0.0,8.0,0.0,0.0,1.0,other_7k_frequent
مترجمة,word,1.03,0.31,3.02,مُتَرْجَمَةٌ,NOUN-MP + NSUFF,مترجم,5.0,0.05,6,1.0,4.0,0.0,0.0,1.0,other_7k_frequent
ستب,nonword,,,,,,,,,3,,,,,,
يعفى,word,0.49,0.18,2.7,يُعْفَى,V,عفا,4.0,0.04,4,0.0,5.0,0.0,0.0,1.0,other_7k_frequent
شوقد,nonword,,,,,,,,,4,,,,,,
تتمسه,nonword,,,,,,,,,5,,,,,,
نتوقع,word,14.97,1.21,4.18,نَتَوَقَّعُ,V,توقع,50.0,0.41,5,0.0,9.0,0.0,2.0,1.0,other_7k_frequent
واقفا,word,11.81,1.11,4.08,واقِفًا,ADJ-MS + CASE,واقف,9.0,0.08,5,1.0,4.0,1.0,0.0,1.17,other_7k_frequent
الظائد,nonword,,,,,,,,,6,,,,,,
مرافي,nonword,,,,,,,,,5,,,,,,
موقة,nonword,,,,,,,,,4,,,,,,
قبور,word,1.98,0.48,3.3,قُبورَ,NOUN-FP,قبر,12.0,0.1,4,0.0,8.0,0.0,0.0,1.0,other_7k_frequent
بتفادم,nonword,,,,,,,,,6,,,,,,
حمامذة,nonword,,,,,,,,,6,,,,,,
صهاك,nonword,,,,,,,,,4,,,,,,
أعزية,nonword,,,,,,,,,5,,,,,,
بئر,word,13.26,1.16,4.13,بِئْرُ,NOUN-MS,بئر,4.0,0.04,3,0.0,12.0,1.0,0.0,1.07,most_5k_frequent
وتكركة,nonword,,,,,,,,,6,,,,,,
برفت,nonword,,,,,,,,,4,,,,,,
قديسين,word,0.94,0.29,2.98,قِدّيسينَ,NOUN-MP + NSUFF,قديس,8.0,0.07,6,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
لجمات,nonword,,,,,,,,,5,,,,,,
أطلب,word,144.64,2.17,5.17,أَطْلُبُ,V,طلب,96.0,0.79,4,0.0,17.0,0.0,9.0,1.0,other_7k_frequent
مخطوف,word,0.42,0.16,2.63,مَخْطوفُ,ADJ-MS,مخطوف,3.0,0.03,5,0.0,2.0,0.0,1.0,1.0,other_7k_frequent
الرفاوي,nonword,,,,,,,,,7,,,,,,
اضغث,nonword,,,,,,,,,4,,,,,,
مسؤولون,word,3.13,0.62,3.5,مَسْؤولونَ,NOUN-MP + NSUFF,مسؤول,19.0,0.16,7,1.0,2.0,0.0,0.0,1.0,other_7k_frequent
انقعت,nonword,,,,,,,,,5,,,,,,
كواكب,word,2.2,0.51,3.35,كَواكِبُ,NOUN-FP,كوكب,14.0,0.12,5,1.0,2.0,0.0,0.0,1.0,other_7k_frequent
المسلسلات,word,4.12,0.71,3.62,المُسَلْسَلاتِ,DET + NOUN-FP + NSUFF,مسلسل,14.0,0.12,9,1.0,1.0,0.0,1.0,1.0,most_5k_frequent
الكلاهم,nonword,,,,,,,,,7,,,,,,
لكلد,nonword,,,,,,,,,4,,,,,,
وسكول,nonword,,,,,,,,,5,,,,,,
الإحاطة,word,0.73,0.24,2.87,الإِحاطَةِ,DET + NOUN-FS + NSUFF,إحاطة,2.0,0.02,7,1.0,0.0,0.0,0.0,0.0,other_7k_frequent
يفضل,word,17.05,1.26,4.24,يُفَضِّلُ,V,فضل,42.0,0.35,4,0.0,10.0,0.0,5.0,1.0,other_7k_frequent
المطلاتك,nonword,,,,,,,,,8,,,,,,
ملائدها,nonword,,,,,,,,,7,,,,,,
فيزدام,nonword,,,,,,,,,6,,,,,,
حذرك,word,3.77,0.68,3.58,حَذَّرَكَ,V + PRON,حذر,33.0,0.27,4,0.0,8.0,0.0,4.0,1.0,other_7k_frequent
التام,word,7.12,0.91,3.86,التّامُّ,DET + ADJ-MS,تام,7.0,0.06,5,1.0,9.0,0.0,5.0,1.0,most_5k_frequent
الاتفارار,nonword,,,,,,,,,9,,,,,,
الولد,word,30.8,1.51,4.49,الوَلَدُ,DET + NOUN-MS,ولد,53.0,0.44,5,1.0,11.0,0.0,4.0,1.0,most_5k_frequent
المأهولة,word,0.6,0.21,2.78,المَأْهولَةِ,DET + NOUN-FP + NSUFF,مأهول,3.0,0.03,8,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
الفعال,word,0.83,0.27,2.92,الفَعّالُ,DET + ADJ-MS,فعال,7.0,0.06,6,1.0,3.0,1.0,2.0,1.13,other_7k_frequent
الهلات,nonword,,,,,,,,,6,,,,,,
الانتشات,nonword,,,,,,,,,8,,,,,,
اعتماد,word,2.87,0.59,3.46,اعْتِمادُ,NOUN-MS,اعتماد,7.0,0.06,6,1.0,2.0,0.0,2.0,1.0,most_5k_frequent
نعنب,nonword,,,,,,,,,4,,,,,,
كلماته,word,4.38,0.74,3.65,كَلِماتُهُ,NOUN-FP + NSUFF + PRON,كلمة,36.0,0.3,6,0.0,2.0,0.0,3.0,1.0,other_7k_frequent
جيبي,word,8.43,0.98,3.93,جَيْبي,NOUN-FS + NSUFF,جيب,14.0,0.12,4,1.0,29.0,0.0,3.0,1.0,other_7k_frequent
متبتها,nonword,,,,,,,,,6,,,,,,
أعطارح,nonword,,,,,,,,,6,,,,,,
