item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
يسمعني,word,4.87,0.77,3.69,يسمعني,NOUN-MS,سمع,96.0,0.79,6,1.0,5.0,0.0,0.0,1.0,other_7k_frequent
ختح,nonword,,,,,,,,,3,,,,,,
مبعود,nonword,,,,,,,,,5,,,,,,
أتفاجه,nonword,,,,,,,,,6,,,,,,
يتلوك,nonword,,,,,,,,,5,,,,,,
نستخلق,nonword,,,,,,,,,6,,,,,,
تاريخه,word,2.63,0.56,3.42,تاريخُهُ,NOUN-MS + PRON,تاريخ,16.0,0.14,6,0.0,3.0,0.0,2.0,1.0,most_5k_frequent
القزم,word,5.23,0.8,3.72,القَزَّمُ,DET + NOUN-MS,قزم,6.0,0.05,5,0.0,13.0,0.0,1.0,1.0,other_7k_frequent
بيهزن,nonword,,,,,,,,,5,,,,,,
حذكد,nonword,,,,,,,,,4,,,,,,
دبابة,word,3.93,0.7,3.6,دَبّابَةٌ,NOUN-FS + NSUFF,دبابة,5.0,0.05,5,1.0,3.0,0.0,0.0,1.0,other_7k_frequent
بتف,nonword,,,,,,,,,3,,,,,,
العطرق,nonword,,,,,,,,,6,,,,,,
حيب,nonword,,,,,,,,,3,,,,,,
الراحلة,word,2.01,0.48,3.31,الرّاحِلَةُ,DET + ADJ-FS + NSUFF,راحل,7.0,0.06,7,1.0,1.0,1.0,0.0,1.2,other_7k_frequent
تحسنا,word,1.1,0.33,3.05,تَحَسُّنًا,NOUN-MS + CASE,تحسن,20.0,0.17,5,0.0,7.0,0.0,0.0,1.0,other_7k_frequent
عائلته,word,31.04,1.51,4.5,عائِلَتُهُ,NOUN-FS + NSUFF + PRON,عائلة,52.0,0.43,6,0.0,3.0,0.0,5.0,1.0,other_7k_frequent
دهل,nonword,,,,,,,,,3,,,,,,
مثائر,nonword,,,,,,,,,5,,,,,,
تكلف,word,9.24,1.02,3.97,تَكَلُّفُ,NOUN-MS,تكلف,7.0,0.06,4,0.0,12.0,1.0,7.0,1.0,most_5k_frequent
النخاع,word,3.44,0.65,3.54,النُّخاعِ,DET + NOUN-MS,نخاع,2.0,0.02,6,1.0,1.0,0.0,1.0,1.0,other_7k_frequent
الجراطها,nonword,,,,,,,,,8,,,,,,
الأكدسة,nonword,,,,,,,,,7,,,,,,
الملاعب,word,1.22,0.35,3.09,المَلاعِبُ,DET + NOUN-FP,ملعب,9.0,0.08,7,1.0,4.0,0.0,0.0,1.0,most_5k_frequent
سيعيد,word,3.08,0.62,3.49,سَيُعيدُ,FUT_PART + V,أعاد,77.0,0.63,5,1.0,12.0,0.0,2.0,1.0,other_7k_frequent
جئم,nonword,,,,,,,,,3,,,,,,
فتام,nonword,,,,,,,,,4,,,,,,
متخطيع,nonword,,,,,,,,,6,,,,,,
ودخص,nonword,,,,,,,,,4,,,,,,
المساندة,word,1.3,0.37,3.12,المُسانَدَةُ,DET + NOUN-FP + NSUFF,مساند,1.0,0.01,8,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
مكشوف,word,2.83,0.59,3.46,مَكْشوفٌ,ADJ-MS,مكشوف,6.0,0.05,5,0.0,1.0,0.0,2.0,1.0,other_7k_frequent
ردود,word,7.02,0.91,3.85,رُدودُ,NOUN-FP,رد,44.0,0.36,4,1.0,5.0,0.0,2.0,1.0,other_7k_frequent
الدجارة,nonword,,,,,,,,,7,,,,,,
شعب,word,15.2,1.21,4.19,شَعْبٌ,NOUN-MS,شعب,21.0,0.18,3,0.0,12.0,1.0,8.0,1.0,other_7k_frequent
دابط,nonword,,,,,,,,,4,,,,,,
أصواتنا,word,1.64,0.43,3.22,أَصْواتَنا,NOUN-FP + PRON,صوت,52.0,0.43,7,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
حطب,word,0.86,0.27,2.94,حَطَبُ,NOUN-MS,حطب,2.0,0.02,3,0.0,14.0,0.0,1.0,1.0,other_7k_frequent
أحجرس,nonword,,,,,,,,,5,,,,,,
أقولك,word,0.76,0.25,2.89,أقولكْ,NOUN-MS,قال,129.0,1.05,5,0.0,8.0,0.0,1.0,1.0,other_7k_frequent
درضى,nonword,,,,,,,,,4,,,,,,
مطرب,word,0.61,0.21,2.79,مُطْرِبٌ,NOUN-MS,مطرب,1.0,0.01,4,0.0,9.0,1.0,1.0,1.08,other_7k_frequent
الكلية,word,36.32,1.58,4.57,الكُلّيَّةُ,DET + NOUN-FS + NSUFF,كلية,11.0,0.09,6,1.0,10.0,0.0,1.0,1.0,most_5k_frequent
سكين,word,17.11,1.26,4.24,سِكّينٌ,NOUN-MS,سكين,12.0,0.1,4,0.0,13.0,2.0,10.0,1.0,other_7k_frequent
بآيور,nonword,,,,,,,,,5,,,,,,
المهترئة,word,0.43,0.16,2.64,المهترئةْ,DET + ADJ-MP + NSUFF,مهترئ,3.0,0.03,8,0.0,0.0,0.0,0.0,0.0,other_7k_frequent
