item,item_type,frq,log_frq,zipf,diac,pos,lemma,all_lem_cnt,all_lem_frq,length,rep_letter,n,n_tl,n_a,lev_n,list_type
المقر,word,11.4,1.1,4.06,المَقَرُّ,DET + NOUN-MS,مقر,12.0,0.1,5,0.0,13.0,2.0,6.0,1.0,most_5k_frequent
البنيم,nonword,,,,,,,,,6,,,,,,
الشعب,word,35.22,1.56,4.55,الشَّعْبُ,DET + NOUN-MS,شعب,21.0,0.18,5,0.0,11.0,1.0,6.0,1.05,most_5k_frequent
السجون,word,6.91,0.9,3.84,السُّجونِ,DET + NOUN-FP,سجن,21.0,0.18,6,0.0,4.0,0.0,1.0,1.0,most_5k_frequent
التمعالية,nonword,,,,,,,,,9,,,,,,
نهبت,word,0.46,0.17,2.67,نُهِبتْ,V + PRON,نهب,4.0,0.04,4,0.0,7.0,1.0,0.0,1.1,other_7k_frequent
حمامة,word,4.31,0.73,3.64,حَمامَةُ,NOUN-FS + NSUFF,حمام,17.0,0.14,5,1.0,13.0,0.0,0.0,1.0,other_7k_frequent
البشرية,word,43.51,1.65,4.64,البَشَريَّةُ,DET + ADJ-FS + NSUFF,بشرية,2.0,0.02,7,0.0,4.0,0.0,0.0,1.0,most_5k_frequent
وفاء,word,1.5,0.4,3.18,وَفاءُ,NOUN-MS,وفاء,4.0,0.04,4,0.0,11.0,0.0,1.0,1.0,other_7k_frequent
رابط,word,7.6,0.94,3.89,رابِطٌ,NOUN-MS,رابط,4.0,0.04,4,0.0,3.0,2.0,4.0,1.18,other_7k_frequent
إتمامها,word,0.48,0.18,2.69,إِتْمامَها,NOUN-MS + PRON,إتمام,5.0,0.05,7,1.0,0.0,0.0,0.0,1.0,other_7k_frequent
يعبرون,word,2.77,0.58,3.45,يُعَبِّرونَ,V + PRON,عبر,25.0,0.21,6,0.0,7.0,0.0,1.0,1.0,other_7k_frequent
ألتز,nonword,,,,,,,,,4,,,,,,
نستطع,word,14.33,1.19,4.16,نَسْتَطِعْ,NOUN-MS,نستطع,1.0,0.01,5,0.0,4.0,0.0,1.0,1.0,other_7k_frequent
حباطه,nonword,,,,,,,,,5,,,,,,
أدارت,word,0.68,0.23,2.84,أَدارَتْ,V + PRON,أدار,27.0,0.22,5,0.0,3.0,0.0,0.0,1.0,other_7k_frequent
مشترين,word,0.57,0.2,2.76,مُشْتَرينَ,NOUN-MP + NSUFF,مشتري,7.0,0.06,6,0.0,2.0,0.0,1.0,1.0,other_7k_frequent
يقرين,nonword,,,,,,,,,5,,,,,,
الضمان,word,5.04,0.79,3.71,الضَّمانُ,DET + NOUN-MS,ضمان,7.0,0.06,6,1.0,7.0,0.0,0.0,1.0,most_5k_frequent
الموعتك,nonword,,,,,,,,,7,,,,,,
إداعهن,nonword,,,,,,,,,6,,,,,,
أجسادهم,word,3.64,0.67,3.57,أَجْسادُهُمْ,NOUN-FP + PRON,جسد,32.0,0.27,7,0.0,3.0,0.0,0.0,1.0,other_7k_frequent
مجدورس,nonword,,,,,,,,,6,,,,,,
شرائح,word,12.82,1.15,4.11,شَرائِحُ,NOUN-FP,شريحة,9.0,0.08,5,0.0,4.0,0.0,2.0,1.0,other_7k_frequent
تكدور,nonword,,,,,,,,,5,,,,,,
دعني,word,268.85,2.44,5.43,دَعْني,NOUN-MS,ودع,81.0,0.66,4,0.0,16.0,1.0,11.0,1.0,other_7k_frequent
إعجابك,word,3.33,0.64,3.53,إِعْجابُكَ,NOUN-MS + PRON,إعجاب,13.0,0.11,6,0.0,4.0,0.0,1.0,1.0,other_7k_frequent
جنص,nonword,,,,,,,,,3,,,,,,
ادعاف,nonword,,,,,,,,,5,,,,,,
يستعت,nonword,,,,,,,,,5,,,,,,
المستوطنة,word,0.92,0.29,2.97,المُسْتَوْطَنَةُ,DET + NOUN-FS + NSUFF,مستوطنة,3.0,0.03,9,0.0,0.0,0.0,0.0,0.0,other_7k_frequent
المستخدمين,word,2.12,0.5,3.33,المُسْتَخْدِمينَ,DET + NOUN-MP + NSUFF,مستخدم,8.0,0.07,10,1.0,0.0,0.0,0.0,0.0,most_5k_frequent
أمره,word,24.91,1.42,4.4,أَمْرُهُ,NOUN-MS + PRON,أمر,92.0,0.75,4,0.0,19.0,1.0,8.0,1.0,most_5k_frequent
بعاء,nonword,,,,,,,,,4,,,,,,
مزعوم,word,0.86,0.27,2.94,مَزْعومٌ,ADJ-MS,مزعوم,5.0,0.05,5,1.0,1.0,0.0,1.0,1.0,other_7k_frequent
عنصح,nonword,,,,,,,,,4,,,,,,
أنجهها,nonword,,,,,,,,,6,,,,,,
ضائقة,word,1.26,0.36,3.11,ضائِقَةُ,NOUN-FS + NSUFF,ضائقة,1.0,0.01,5,0.0,4.0,0.0,0.0,1.0,other_7k_frequent
عجب,word,18.72,1.3,4.28,عَجَبٌ,NOUN-MS,عجب,13.0,0.11,3,0.0,19.0,0.0,7.0,1.0,other_7k_frequent
صلتز,nonword,,,,,,,,,4,,,,,,
المحقق,word,76.0,1.89,4.89,المُحَقَّقُ,DET + NOUN-MS,محقق,21.0,0.18,6,1.0,3.0,0.0,3.0,1.0,most_5k_frequent
تنقيب,word,0.77,0.25,2.89,تَنْقيبِ,NOUN-MS,تنقيب,4.0,0.04,5,0.0,4.0,0.0,0.0,1.0,most_5k_frequent
جدالب,nonword,,,,,,,,,5,,,,,,
ثوردهم,nonword,,,,,,,,,6,,,,,,
شند,nonword,,,,,,,,,3,,,,,,
سكراقنا,nonword,,,,,,,,,7,,,,,,
القصور,word,1.92,0.47,3.29,القُصورُ,DET + NOUN-MS,قصر,15.0,0.13,6,0.0,8.0,1.0,0.0,1.09,most_5k_frequent
أرجلهم,word,0.64,0.22,2.81,أَرْجُلُهُمْ,NOUN-FP + PRON,رجل,57.0,0.47,6,0.0,1.0,0.0,0.0,1.0,other_7k_frequent
ابتهاج,word,1.13,0.33,3.06,ابْتِهاجُ,NOUN-MS,ابتهاج,2.0,0.02,6,1.0,0.0,0.0,0.0,1.0,most_5k_frequent
مقارتي,nonword,,,,,,,,,6,,,,,,
ترافق,word,1.78,0.45,3.26,تُرافِقُ,V,رافق,37.0,0.31,5,0.0,5.0,0.0,2.0,1.0,other_7k_frequent
البرازل,nonword,,,,,,,,,7,,,,,,
ضربح,nonword,,,,,,,,,4,,,,,,
رفيان,nonword,,,,,,,,,5,,,,,,
وناية,nonword,,,,,,,,,5,,,,,,
طريقكم,word,2.37,0.53,3.38,طَريقُكُمْ,NOUN-MS + PRON,طريق,43.0,0.35,6,0.0,2.0,0.0,2.0,1.0,other_7k_frequent
أسلم,word,5.76,0.83,3.77,أَسْلَمُ,NOUN-MS,أسلم,8.0,0.07,4,0.0,13.0,0.0,5.0,1.0,most_5k_frequent
جلبه,word,3.8,0.69,3.58,جَلْبَهُ,NOUN-MS + PRON,جلب,49.0,0.4,4,0.0,14.0,0.0,9.0,1.0,other_7k_frequent
زملكون,nonword,,,,,,,,,6,,,,,,
الخواتم,word,3.01,0.61,3.48,الخَواتِمِ,DET + NOUN-FP,خاتم,13.0,0.11,7,1.0,1.0,0.0,0.0,1.0,other_7k_frequent
المقاتك,nonword,,,,,,,,,7,,,,,,
المتونيسين,nonword,,,,,,,,,10,,,,,,
رائد,word,9.14,1.01,3.97,رائِدُ,NOUN-MS,رائد,7.0,0.06,4,0.0,11.0,0.0,3.0,1.0,other_7k_frequent
منقضت,nonword,,,,,,,,,5,,,,,,
حلزوني,word,0.43,0.16,2.64,حَلَزونيٌّ,NOUN-MS,حلزوني,2.0,0.02,6,0.0,0.0,0.0,0.0,1.0,other_7k_frequent
